Professor	Course	Rating	Comment
Vikas Singh	CS540	AVERAGE	He's a very nice person and really wants to help students. But his lectures are confusing and his lecture slides don't explain anything explicitly. There are not enough practice problems to prepare for exams either. One of the most frustrating classes.
Vikas Singh	CS540	AVERAGE	Very nice person, and he really wants to help students understand. But his explanation is not clear and I was lost so many times in class. There were not enough practice problems to prepare you for the final. One of the most frustrating classes.
Vikas Singh	CS540	GOOD	Nice guy, helpful outside of class, but lectures are sometimes very difficult to follow and rambly. Homeworks are very long and difficult. Midterm was reasonable difficult, final absurdly difficult. Choose a different professor if you really want to take this AI.
Vikas Singh	CS540	GOOD	cs540 is a tough course regardless of who teaches it.  don't expect an easy A.  class is not curved and you will spend a good amount of time on HW (20-40 hrs)  you are expected to compete with some graduate students in the class too.  Vikas is actually very helpful, willing to slow down and explain things or make himself available outside of class.
Vikas Singh	CS540	AWESOME	Very nice guy and very helpful outside of class. Lectures are sometimes a little rambly. However, he'll always stop to answer questions or slow down if asked. Seems to care about the class a lot. Textbook is totally useless and not even worth buying. I didn't use it at all.
Vikas Singh	CS540	POOR	I have to say this was one of the most disappointing classes I've ever taken. Vikas' has his head in the right place as he's enthusiastic and very nice but his teaching leaves a lot to be desired. His lectures consist of him rambling and his online notes leave a lot to be desired. No practice exams or problems. Final exam was incredibly difficult
Thomas Ristenpart	642	AWESOME	Great class, great professor. No longer at UW (now at Cornell Tech) but highly recommend that people take this class when offered.
Luis Rodriguez-Velazquez	CS412	AWESOME	Nature of course covers a lot of topics. He does a good job covering everything subject. Stays after class everyday to answer questions. Very dedicated to our learning.
Luis Rodriguez-Velazquez	412	GOOD	he is a good person who not only cares about your academic but also your normal life. He cares about every one and tries best to know about everyone. Stay in office hour and chat with him, he tells you a lot of useful materials and I am pretty sure he will answer each of your question very detailedly and patiently. He pays attention to attendance.
Luis Rodriguez-Velazquez	CS412	AVERAGE	Class was a joke. Final grades were almost a week late. Absolutely no feedback on homework/midterm/quizzes. Homework is tedious. Get excited to copy 50-100 line functions out of the book into Matlab! Midterm/Final require you to write a large formula sheet, which should be provided. Communication was non-existent. Just taught out of the book.
John Nelson	BB	AVERAGE	No Comments
John Nelson	CS476	POOR	Horrible. So boring, do not take this class unless you have to. You will definitely regret it.
Shuchi Chawla	CS577	AVERAGE	Algorithms is an extremely tough course. If all you care about is looking good on paper with an empty head in reality, take this class with Deb Joe. If you actually care about learning one of the most usefulpowerful skill sets in all of CS, take this course with Chawla. She gets the job done, and she's a vastly better teacher than Eric Bach.
Shuchi Chawla	CS577	AVERAGE	Sucks that a required course is so dumpy. probably great if you are an aspiring grad student. But for myself, I have no interest in g-school and likely will never write a proof in my life. I'm an applications guy, let me implent the algorithms and learn how to improve them that way.. don't make me b.s. proofs to try and pass the class
Shuchi Chawla	CS577	GOOD	The material for this course is extremely challenging. In our lecture, her exams and homework were designed so the average score was between 50% and 70%. I received a 7 out of 35 on our final exam (worth 30%) and got a B in the course. It will occupy a lot of your time, but she's not a bad professor.
Shuchi Chawla	CS577	AWESOME	I had Shuchi for CS577. I had no problems understanding her, and even when I or others had questions, she was very willing to respond to them. That goes for exam grades, too. And I have a decent mathematical background, and I know I had to use that style of thinking often throughout the course, but it's what I expected on a course about algorithms.
Shuchi Chawla	DSA101	AWFUL	She does bad grading, gives tough questions and her teaching is  incomprehensible. It doesn't make any sense to attend her class!
Shuchi Chawla	CS577	AWFUL	The average grade for her class was in the &lt;50% range. The grading and questions in her class was just ridiculous. I compared some of the exams with another prof's exams and it was comparably more difficult. My friend got an A in the same class w/ diff. prof had no idea how to answer hw or exam questions. DO NOT TAKE THIS CLASS WITH HER!!
Daniel Szafir	CS302	AWESOME	I took this class in Fall 2010.  Dan's is only a grad student, but I felt like he did a really good job helping with the material.  The class is fairly difficult, but all 302 sections use the same material/exams.  The smaller lecture size and his helpfulness made this class definitely doable.
Daniel Szafir	CS001	POOR	Do not take this class over the summer.  You are expected to learn the same material at an accelerated rate, and with fewer opportunities to learn (i.e., no lab.)
Daniel Szafir	CS302	GOOD	He is a very challenging instructor, not especially a good thing during the summer semester since you have less time to learn and more material to cover, but very willing to help. He will even skype with students. However, during the summer semester it was much to hard imo. Not sure about non-summer semester, but I dropped due to summer difficulty.
Amos Ron	CS412	AWESOME	I really enjoyed his lectures and would consider Professor Ron to be one of the best. The assignments require a bit of interpretation, however, the content of lectures and homework are coincident. Lectures are mandatory, and for good reason. The homework is thorough but will only take 4-6 hours, and are assigned biweekly which is plenty of time.
Amos Ron	CS412	AWFUL	The assignments are far too long and unhelpful on the exam& the in class explanations are very abstract & CONVOLUTED. Rarely will he walk through an actual problem. The supplementary readings are fluffed,badly organized&written in unintelligible english sometimes. There's a large #of formulas which all differ slightly&you have to memorize them all.
Amos Ron	412	POOR	"I apologized to the TA for handing in a 70 page homework assignment. He said, ""They're all that long."" This was a very, very, very hard course. I felt I learned something fundamental, but the cost was enormously high."
Amos Ron	412	AWFUL	worst teacher ever. super rude. homework is insanely long and he doens't give much explanation. outright called a student's question stupid and pointed at the board saying 'duh!' just don't.
Amos Ron	CS412	AWFUL	If you take this class with this professor, the assignments will be much longer and much harder. This does not mean you will learn the material better
Amos Ron	CS412	AWFUL	Professor Amos is the worse professor I have had in my academic career.  Compared to other sections of CS412, his assignments are way harder, and his grading scheme is way worse (one 40% midterm and one 40% final). His exams are not anything like the homework we spend 20 hours on and he makes us memorize equations.  He is also incredibly rude.
Amos Ron	CS412	POOR	This professor loves to hear himself talk and will be immensely frusterating at times. Interrupts students before they can finish asking the question, or refuse to answer it at all. Homeworks are excessively long, tests are excessively difficult, and he does a poor job of getting points across during lecture. One of the worst professors I've had.
Amos Ron	CS412	POOR	Terrible professor.  Homeworks are insanely long.  Tests are hard.  He is always sarcastic and mocks everyone to just make you feel worse about yourself.  Squeeks and does weird things in lecture which will freak you out.  Avoid at all costs!
Amos Ron	CS412	POOR	If you like hard concepts taught poorly by a professor and then tested on variations of the concepts for your tests as well as 10 - 12 hours a week of homework then this is the class for you.
Amos Ron	CS412	AWFUL	DO NOT TAKE THIS CLASS WITH THIS PROFESSOR!!!!! I am an electrical engineering student and was required to take CS 412.  He is horrible, the exams are hard as hell, he grades them poorly, and NO JOKE the homework assignments (there are only 6) WILL take you 20 hours per assignment.  HE SUCKS HE IS HARD THE CLASS IS BORING.
Mark Craven	CS760	AWESOME	Prof Craven's course offering is like CMU's 10-601, which is accommodating of students who lack a strong math background, but can pick up stuff along the way. The course is mostly theoretical, although programming assignments cover around 60% of the grade. The course content is excellent. The course slides make tough concepts easy to understand.
Jignesh Patel	CS564	GOOD	He's pretty good at teaching. Learned a lot in lecture. Projects are hard but leaving that class I feel confident I'm good at Databases.
Jignesh Patel	CS564	AWFUL	just bad...
Jignesh Patel	CS564	POOR	Each project costs significant amount of time, and there are too many redundant and repetitive things. No textbook, however, for most of the topics, it's will be much better to refer to the cow book---he seems like an enthusiastic and knowledgeable professor; however, he actually skipped a lot of essential materials.
Jignesh Patel	CS564	POOR	Project difficulty vs. amount they're worth does not make sense, class notes are incomplete and there isn't a textbook, no group projects and very few if any functional problem handouts. Professor is knowledgeable but class/projects/exams are arbitrary and lack direction. Too difficult compared to similar classes.
Jignesh Patel	CS564	AWESOME	A very good teacher. He knows the material extremely well. The class can be a bit hard, primarily the projects taking a lot of time. Start early on them, and you'll do well.
Jignesh Patel	564	AWFUL	Enthusiastic instructor. Unclear instructions about what to do for projects, which waste us large amount of time!
Jignesh Patel	564	POOR	He is overconfident with his course design....
Jignesh Patel	CS564	POOR	He is not too bad. Indeed, he tries to encourage people to learn. But if you have questions and want to talk to him in person, you might got disappointed since instead of answering questions, he might ask you to read other papers or come to his office hours; or just give you a very brief answer. Personally, I don't like him.
Jignesh Patel	CS564	AWESOME	Great teacher. Lectures are actually interesting and he really cares about you learning the material. Projects are pretty hard but easily doable if you pay attention in class and don't procrastinate too hard. Exams based off of lecture slides, so if you attend lecture you'll be golden.
Jignesh Patel	CS564	POOR	No textbook or other resources outside of lecture. Bad because his lectures are highly confusing. Draws a diagram, erases part of it and redraws. Gives no time to recopy but expects you understand both. He expects 100 hours of time for a project worth 10% of grade. You'll do fine if you already know everything about databases. Ruined my 4.0 GPA
Jignesh Patel	CS564	AWESOME	Very good lecturer and makes all of the material clear. Tests and exams are too in-depth, it's hard to know what to study, and there are no practice exams. The projects take a lot of time so start them early!
Seth Pollen	CS302	AWESOME	Awesome professor!
Charles Fischer	CS536	AWESOME	I took compilers from Fischer in Fall 2013. Assignments were cumulative & difficult, but he allowed extra credit; It's difficult, but DO IT. It's worth the trouble. I spent a lot of time asking him questions in office hours, he was extremely helpful.I learned  a lot from him (he really knows his stuff). He wrote the textbook after all..
Charles Fischer	CS536	GOOD	Likes the subject and is writing a text on compilers.  Has a lot of energy in his lectures and is funny in his way.  Sometimes his lectures seem unrelated to the projects, but eventually it all ties together.  Enjoyed the class and learned a great deal without being overwhelmed.
Stephen Wright	CS525	AWESOME	Truly amazing and inspiring
Stephen Wright	CS525	GOOD	Professor Wright did a good job conveying the principles of linear programming. You need prior linear algebra knowledge. His midterm was easy so everyone did well and it was tough to get a distribution so he made the final more difficult, although it wasn't bad. Be ready for semi tough proofs.  Go to his office hours. He's very helpful.
Benjamin Snyder	CS545	AWFUL	I have never seen a class fall apart so badly. He tried to make our NLP class into a projectbased class by having us create a large open-source NLP project.. He was extremely disorganized however and did not even tell us what we were working towards until 5 weeks into the class. Last 7 weeks basically nothing happened and the last week he was gone.
Benjamin Snyder	CS545	AWESOME	Nice prof
Okan Akalin	CS412	AWFUL	Do not take any class with Okan. He just doesn't know how to teach properly. Lectures are boring and I found it is more beneficial for me to study by myself rather than attending his lecture.
Okan Akalin	CS412	AWFUL	Worst professor forever and avoid it at any cost
Okan Akalin	CS412	POOR	Grad student who know's the material but has no idea how to teach it.
Okan Akalin	CS368	AVERAGE	He has a difficult time adapting his teaching to the course audience, for instance when explaining mathematical concepts. His assignments were also more difficult and time consuming than was appropriate for a 1 credit course.
Jason Lowe-Power	CS354	AWESOME	Great Prof. Great Class.
Jason Lowe-Power	CS354	AWESOME	Clear speaker. Engaging. Guides you to the answer before asking the question allowing you to test your understanding in lecture. Easy to pass on lectures alone, but the selected book was amazingly clear. Even some humor mixed in. Highly recommend.
Beck Hasti	CS240	AVERAGE	Beck cares but his lectures are dry and sometimes spends an entire lecture doing the exact same problem as a previous lecture again. Some proofs take the entire lecture, and can be confusing and arbitrary. Follow practice problems closely for exams and look over lecture notes.
Beck Hasti	CS240	AWESOME	excellent professor, tries to make a tough subject accessible to those that aren't math-inclined
Beck Hasti	CS240	GOOD	The discussions are next to useless unless you get a decent TA. The structure of discussion is supposed to be group working through practice problems, but I had a TA whose sloppily written logical symbols and letters look more like Arabic than English (neither of which he spoke well). I have not been to discussion sin
Beck Hasti	CS240	AWESOME	I had a great experience with Prof. Hasti for CS240 (Discrete Math)! Math is not my strongest subject, but he was a great professor and that helped get me through the class. The first 2/3 of the class is very proof-heavy, but I really enjoyed the last 1/3 of the class. Homework is tricky, so it helps to have a partner. Tests and grading are fair.
Beck Hasti	CS240	AWESOME	Very helpful
Beck Hasti	CS240	AWESOME	Amazing professor
Beck Hasti	CS240	AVERAGE	Lecture is about sophisticated proof of tough questions. Think very hard & take much time to understand him & lect notes which seems helpless when u do assignments. Not many practice. No exam review. TA is like a stone &has no idea what to do during discussions.
Beck Hasti	CS240	AWESOME	Very helpful at office hours, may not be very clear in lecture but that's totally fine. Get early to his office hour and you will learn all the stuff needed. Recommended for CS240
Beck Hasti	CS368	AWESOME	Beck makes an effort to meet with students, even during advising hours and beyond. If you have a question he'll answer it. All around humorous but he can get a bit spacey at times. Good teacher overall, cares about what he's doing.
Beck Hasti	COMPSCI310	AWESOME	Clear in what he expects you to know. Very approachable person.
Beck Hasti	COMPSCI310	AWESOME	Great intro to compsci course!  Beck does an excellent job at working through problems in an easy to follow way so that anyone can understand.  Homeworks can take a while and the exams are somewhat challenging but very fair.  Overall, great way to start in computer science!
Beck Hasti	CS310	AWESOME	Great, helpful prof. Online notes/manual are extremely helpful and allow students to teach themselves. Labs allow students to work together, and I think they're a great opportunity. Overall, this class and prof were great and I learned a lot about Matlab and Maple, which will help me for years to come.
Beck Hasti	CS310	AWESOME	"Beck is a very nice professor! His class is well organized, and the contents are explained clearly. If u just work on the stuff, u will just find CS310 is a very easy course. The exams & HWs are easy. He still has some ""challenging"" extra credits! (Although I do not think they are challenging, u can get a lot of hints from him) Great course to take"
Beck Hasti	CS310	GOOD	Beck is a super nice guy, and is genuinely concerned about your performance in his class. He is so helpful during office hours and is easy to get a hold of via email. The material in this class is hard, but the online modules and labs really help. The only downside to Beck is that he takes FOREVER to grade homework and tests.
Beck Hasti	CS367	AWESOME	Beck isn't a professor, he just teaches, and it shows. He's very good at taking data structures concepts, which are new to most people when they take the course, and making them understandable. As somebody who knew about this before I found the class boring, so he must have been doing a good job going down to first principles to explain!
Beck Hasti	CS310	AWESOME	Professor goes out of the way to ensure students understand the material and does it in an understanding level of the students. Throws in trick questions in the exam but everything is do-able and students can also self-teach themselves using the informative modules constructed by the professor.
Beck Hasti	CS310	AWESOME	Super nice professor, willing to help. Easy class.
Beck Hasti	CS367	AWESOME	Excellent instructor. Beck knows how to take abstract information and present in a manner in which you can understand, which is a rarity in CS. This content of this course is invaluable if you're a CS major, and Beck was indispensable in my getting an A.
Beck Hasti	CSA	AWESOME	Beck is a great guy, and he taught 367 really well to me. I have heard it's difficult for some ECE majors, but if you understood 302 well, Beck is your man for 367. He's clear, has helpful note handouts for every lecture, and often has useful demos which really help you learn the data structures. He is the reason I started loving to program.
Beck Hasti	CS367	AWESOME	Hasti is one of the best professors in the CS department in Madison. He explain everything clearly and you can tell that he really love teaching. From the material he talked about in class, it is obvious that he did a lot of preparation and really know how to teach. Really recommend this instructor!!
Dieter Van Melkebeek	CS577	AWFUL	Nice guy, but terrible professor. The book is so old and thin, you will feel like you have no resources to go to to learn about the subject, including the Internet. Numerous times he has assigned homework problems that literally he and the TA cannot solve. It's like the unsolvable math problems from the movie Good Will Hunting.
Dieter Van Melkebeek	CS577	AWESOME	Prof is very intelligent and fair. Take the course, you will really learn
Dieter Van Melkebeek	CS577	AWESOME	One graded HW problem plus some ungraded ones and an autograded EC programming problem per week. Very difficult, but usually possible if you give it some serious attention. Exams are difficult, but he gives plenty of time and grades generously. Good, clear lectures and notes. He's a genius and passionate. Difficult, but good if you want to learn.
Dieter Van Melkebeek	CS577	AWESOME	Amazing Professor
Dieter Van Melkebeek	CS577	AVERAGE	Pros: He is very knowledgeable and you will learn A LOT from him. He quickly and clearly responds to emails, online/Piazza questions, etc. The curve was generous; 78% was an A.  Cons: Words cannot describe how hard the weekly homework is. I put at least 10 hours per week into the homework. This was the hardest class I've ever taken hands down.
Dieter Van Melkebeek	CS577	AWESOME	Course will teach you how to think
Dieter Van Melkebeek	CS577	AWESOME	This class is about as difficult as it gets, and Dieter expects a lot from you. The weekly homework is challenging, as are the exams. However, Dieter is an incredibly thorough lecturer. He misses no details. If you want to really gain some ground in theoretical computer science, take 577 with him.
Dieter Van Melkebeek	CS577	POOR	Hard to do without post-grad math knowledge, unnecessarily complicates concepts and tests on related but not actually taught topics.
Dieter Van Melkebeek	CS577	GOOD	Dieter's teaching philosophy relies on challenging you (almost to the point of disillusionment; homeworks were harder than a comparable class at MIT) like you've probably never been challenged before. That being said, you won't learn more in an algorithms course.  He's incredibly helpful in office hours. Review sessions are also super helpful
Dieter Van Melkebeek	CS577	GOOD	Monotonous speaker; but great course. Assignments make you learn and some effort is required to keep up. Definitely worth it.
Dieter Van Melkebeek	CS577	AVERAGE	I worked hard and get A for other CS courses but get a C at CS577. Only 50% of students can get a score of A-B, others will get a BC-D. So be careful before you take Dieter's CS577, yikes!
Dieter Van Melkebeek	577	AVERAGE	Pretty monotonous speaker. Homeworks are difficult and involve a lot of problem solving. That said you'll definitely learn -a lot- from this course, provided that you put in the work.
Dieter Van Melkebeek	577	AWFUL	I hate it!
Dieter Van Melkebeek	577	AWESOME	My best class ever. Dieter rocks!
Dieter Van Melkebeek	577	AVERAGE	Most homework solutions can be found online, ACM,  OJ or other universities' hwk. So don't  worry about the homework.
Dieter Van Melkebeek	577	AVERAGE	Best professor other than Joseph.
Dieter Van Melkebeek	CS577	AWFUL	So hard, Dieter is good at make things you like to you hate. Make your dream become nightmare.
Dieter Van Melkebeek	CS577	AWESOME	This is the hardest CS class I have ever taken on campus. I did very well for all of the intro CS class and expect i could nail this one. However, it is not easy. Expect to work a lot of time on the exam and homework. TA is very helpful. Also, Dieter is a really smart professor, once you take his class, you will learn much more than otherwise.
Dieter Van Melkebeek	CS1	AVERAGE	Very Hard intro teacher, but was a very smart guy. Just not the best teacher. I felt as though I didn't really learn anything, I got an A/B  because I didn't bomb the tests as bad as everyone else. Curve was awesome and homework was hard and took a lot of time. Avoid teacher for math/cs240 but I'd image he's good for the higher level classes.
Dieter Van Melkebeek	COMP240	AWFUL	worst professor ive had at UW. managed to make a 200 level class ridiculously impossible. avoid at all times
Deb Deppeler	CS367	AWFUL	Assign group project with random people which is making no sense. Cannot get a fair grade.
Deb Deppeler	CS367	AVERAGE	Go to lecture or you won't pass
Deb Deppeler	CS367	AWESOME	Deb's lectures follow a strict format, they stay on track and don't deviate from plans too much. You'll learn everything in lecture, and she does a fantastic job of delivering content. For me, Deb was a great professor, but I see why people don't like her teaching style; a lot of times when people ask questions, she'll brush it aside and continue.
Deb Deppeler	CPS367	AWESOME	"Deb's midterms can be very very tricky to careless people just entered the world of programming. But she has a point in making those ""trick"" questions. They help you avoid real mistakes with potential real losses in the future. Make sure you double check every single problem she gave you in order to get above a B."
Deb Deppeler	CS367	GOOD	This is a hard course and she makes visualizing computer science theory easier than it's ever been. I actually understand things following lecture, which wasn't the case in CS302 with a different prof.
Deb Deppeler	CS302367	AWESOME	Deb is amazing. I had her for both 302 and 367... went in to 302 knowing absolutely nothing about programming and she was so helpful, and also part of the reason I decided to continue with CS.  Absolutely would take her again!
Deb Deppeler	CS302	POOR	She does not listen to what students are asking and often responds emotionally.
Deb Deppeler	CS367	GOOD	Had her for 302 and 367. Can't complain at all. Lectures were good and I felt prepared for everything. Not an overwhelming amount of work as long as you can grasp the concepts.  Deb's pretty knowledgeable and not afraid to admit mistakes which I think is really cool.
Deb Deppeler	COMPSCI302	AVERAGE	She's okay
Deb Deppeler	CS302	GOOD	Her lectures are sometimes helpful and she always lags behind the schedule. Her tests are easy.
Deb Deppeler	CS302	POOR	Lectures are sleep-inducing-only about 20-30 of the 250 kids show up. I went in not knowing much beyond loops, was in for a hell of a ride. Even friends that know how to program found it a tough course. Office Hours are a pain to schedule and the only exam help is the online QA forum. Exams&Programs are death if you've never studied this before.
Deb Deppeler	CS302	AWESOME	Deb is an incredibly helpful professor. She knows this class has many non-programmers and is there to help accordingly, while also not dumbing down the material. Very important to go to class to understand what she prioritizes on exams. Start the programs early and ask a lot of questions to succeed. Do the homework problems, as they also help.
Deb Deppeler	CS302	AVERAGE	She's a good professor and tries really hard to make her lectures interesting. She sometimes lacks in clarity and fails to make the concepts easier to grasp.
Deb Deppeler	COMPSCI302	AVERAGE	"Deb is a very nice person, but in general, 302 is difficult for an intro level class, especially if you have NO programming experience AT ALL. I enjoyed doing the 4 ""big"" programs and learned the most from these, but the exams are tough and meant to be tricky--not exactly ideal for someone with little experience as it is. Piazza was a life-saver"
Deb Deppeler	CS302	AVERAGE	Deb is a nice lady, but her lectures were not all too helpful. Having no programming experience, I found myself relying on the book more than anything else. Exams were tough, and programming projects were very advanced for an intro class.
Deb Deppeler	CS302	GOOD	Great teacher, but you can't just come to lectures and expect to understand. You have to put in a little time with the book and a lot of time on Stack Exchange. If you come in with that knowledge, she expands well on it.
Deb Deppeler	COMPSCI302	GOOD	Great lecturer. 302 relatively simple class. Do practice problems.
Deb Deppeler	CS302	AWFUL	She does not teach the concepts you are expected to know. She doesn't even try; her lectures are just her coding and somewhat talking about it. This does not translate to doing well on exams, you need to read the book for your grade. lectures are worthless. This equates to vast amounts of extra time studying because you're learning without her help
Deb Deppeler	CS302	POOR	Her lectures are so pointless - you certainly are not there to learn programming, you're there to watch her make programs vaguely related to the lengthy projects that are due. You are expected to actually learn everything from the book. It makes her lectures worthless when a million youtube videos can explain it better than her. Exams are very hard
Deb Deppeler	CS302	POOR	Do not take this class if you have no programming experience. The lectures are pretty much useless, all the important information is in the book which she does not clearly follow in her lectures. She is not very helpful in her lectures or office hours.
Andrew Kuemmel	CS202	GOOD	Andy is a super caring and interesting professor. In CS202, his lectures are very dynamic and interesting. Everything is accessible online through Google Docs, and he makes readings and homework assignments relevant. Tests can be harder than expected, but if you do the readings and check-up questions you should be fine. Final project is a cakewalk.
Andrew Kuemmel	CS202	AWESOME	Easier to talk than most computer science professors.
Andrew Kuemmel	CS202	GOOD	Professor Kuemmel is enthusiastic about teaching this course. He is informative and inspirational. His exams are not hard, as long as you review the his check up questions and readings for each lecture. Easy A. Homework accounts for a significant amount of total grade. Studying the programming language Scratch. Interesting and useful.
Andrew Kuemmel	CS202	GOOD	Professor Kuemmel is always passionate but not well prepared to explain everything that he wrote in the lecutre slides.  (eg. doesn't know why IPv6 is called IPv6.... ) Getting an A is not hard at all  if you do the homework, project  and readings.  The grading on the project is very easy.
Andrew Kuemmel	CS202	GOOD	Kuemmel is very passionate and obviously loves the materialteaching. Getting an A is super manageable if you do the homework and readings. Definitely a good choice for quantitative A requirement as the material does feel relevant and there really isn't any math.
Andrew Kuemmel	CS202	AWESOME	Professor Kuemmel is always passionate and well-prepared to teach. Lectures are interesting that you can learn a lot of interesting stuffs about computer and technology you might not know before.
Andrew Kuemmel	CS202	GOOD	Took this class with no prior knowledge and it wasn't that bad, the worst part is easily the programming. Homework is a big part of your grade and usually consists of programming assignments,. Personally, the TAs  I had took forever to email me back when I had a question but not all TAs are like that. Exams are relatively easy, just pay attention
Andrew Kuemmel	CS202	AWESOME	He is an awesome guy who is clearly passionate about this class. I had absolutely no interest or prior knowledge and this class has been a breeze. Just do the homework and pay attention, you'll get an A.
Andrew Kuemmel	CS202	AWESOME	His lectures are interesting, and he basically gives you the exam beforehand, so if you can do the whole practice exam, then you'll be fine. Also, turn in your homework on time, the TAs aren't that hard of graders
Andrew Kuemmel	CS202	GOOD	Very passionate lecturer.
Andrew Kuemmel	CS368	AWESOME	He posts all the lecture notes and codes online, which is really helpful for code assignment. His homework is easy and closely related with what he taught during class. As for a 1 point programming course, I think he is a good professor for it.
Andrew Kuemmel	CS202	AWESOME	Andrew is a great lecturer who is very accommodating to students needs and passionate about the topic.  If you are not familiar with coding some of the projects can be tricky but help is always available.
Andrew Kuemmel	CS202	AWESOME	Class was easy and kuemmel loved teaching it. Lot of valuable information and some of the projects were actually kind of fun. Highly Recommend. Getting an A is very manageable.
Andrew Kuemmel	COSCI202	AWESOME	He was a great teacher that was always extremely excited about the class and the material! If you did the work you got an easy grade.
