_id,ltable_id,rtable_id,ltable_title,ltable_artist_name,ltable_year,rtable_song,rtable_artists,rtable_year,gold
431960,860541,433978,"(((s)), ((i)), ((x)), ((t)), ((e)), ((e)), ((n)), (( )), ((c)), ((a)), ((n)), ((d)), ((l)), ((e)), ((s)))","(((t)), ((h)), ((e)), (( )), ((c)), ((r)), ((e)), ((s)), ((t)), ((s)))",1962,"(((s)), ((w)), ((e)), ((e)), ((t)), (( )), ((s)), ((i)), ((x)), ((t)), ((e)), ((e)), ((n)))","(((t)), ((h)), ((e)), (( )), ((d)), ((e)), ((a)), ((d)), ((l)), ((y)), (( )), ((s)), ((n)), ((a)), ((k)), ((e)), ((s)), ((+)), ((a)), ((g)), ((e)), (( )), ((o)), ((f)), (( )), ((d)), ((a)), ((n)), ((g)), ((e)), ((r)))",2006.0,0
431975,600219,432818,"(((c)), ((a)), (( )), ((p)), ((l)), ((a)), ((n)), ((e)), (( )), ((p)), ((o)), ((u)), ((r)), (( )), ((m)), ((o)), ((i)))","(((p)), ((l)), ((a)), ((s)), ((t)), ((i)), ((c)), (( )), ((b)), ((e)), ((r)), ((t)), ((r)), ((a)), ((n)), ((d)))",1992,"(((c)), ((a)), (( )), ((p)), ((l)), ((a)), ((n)), ((e)), (( )), ((p)), ((o)), ((u)), ((r)), (( )), ((m)), ((o)), ((i)))","(((l)), ((o)), ((u)), (( )), ((d)), ((e)), (( )), ((p)), ((r)), ((i)), ((j)), ((c)), ((k)), ((+)), ((y)), ((v)), ((e)), ((s)), (( )), ((l)), ((a)), ((c)), ((o)), ((m)), ((b)), ((l)), ((e)), ((z)), ((+)), ((p)), ((l)), ((a)), ((s)), ((t)), ((i)), ((c)), (( )), ((b)), ((e)), ((r)), ((t)), ((r)), ((a)), ((n)), ((d)))",2004.0,1
433537,955860,471582,"(((r)), ((o)), ((d)), ((e)), ((o)), (( )), ((b)), ((o)), ((y)))","(((f)), ((r)), ((e)), ((d)), (( )), ((e)), ((a)), ((g)), ((l)), ((e)), ((s)), ((m)), ((i)), ((t)), ((h)))",0,"(((m)), ((y)), (( )), ((b)), ((o)), ((y)), (( )), ((m)), ((y)), (( )), ((b)), ((o)), ((y)))","(((f)), ((r)), ((e)), ((d)), (( )), ((s)), ((p)), ((i)), ((e)), ((l)), ((m)), ((a)), ((n)), ((+)), ((w)), ((r)), ((i)), ((t)), ((t)), ((e)), ((n)), (( )), ((f)), ((o)), ((r)), (( )), ((t)), ((h)), ((i)), ((s)), (( )), ((m)), ((o)), ((v)), ((i)), ((e)), (( )), ((b)), ((u)), ((t)), (( )), ((n)), ((o)), ((t)), (( )), ((s)), ((u)), ((n)), ((g)), ((;)), (( )), ((i)), ((t)), (( )), ((m)), ((a)), ((y)), (( )), ((h)), ((a)), ((v)), ((e)), (( )), ((b)), ((e)), ((e)), ((n)), (( )), ((p)), ((l)), ((a)), ((y)), ((e)), ((d)), (( )), ((i)), ((n)), (( )), ((t)), ((h)), ((e)), (( )), ((s)), ((c)), ((o)), ((r)), ((e)))",1941.0,0
433563,889090,471582,"(((t)), ((o)), ((y)), (( )), ((b)), ((o)), ((y)))","(((s)), ((t)), ((u)), ((c)), ((k)), (( )), ((i)), ((n)), (( )), ((t)), ((h)), ((e)), (( )), ((s)), ((o)), ((u)), ((n)), ((d)))",2006,"(((m)), ((y)), (( )), ((b)), ((o)), ((y)), (( )), ((m)), ((y)), (( )), ((b)), ((o)), ((y)))","(((f)), ((r)), ((e)), ((d)), (( )), ((s)), ((p)), ((i)), ((e)), ((l)), ((m)), ((a)), ((n)), ((+)), ((w)), ((r)), ((i)), ((t)), ((t)), ((e)), ((n)), (( )), ((f)), ((o)), ((r)), (( )), ((t)), ((h)), ((i)), ((s)), (( )), ((m)), ((o)), ((v)), ((i)), ((e)), (( )), ((b)), ((u)), ((t)), (( )), ((n)), ((o)), ((t)), (( )), ((s)), ((u)), ((n)), ((g)), ((;)), (( )), ((i)), ((t)), (( )), ((m)), ((a)), ((y)), (( )), ((h)), ((a)), ((v)), ((e)), (( )), ((b)), ((e)), ((e)), ((n)), (( )), ((p)), ((l)), ((a)), ((y)), ((e)), ((d)), (( )), ((i)), ((n)), (( )), ((t)), ((h)), ((e)), (( )), ((s)), ((c)), ((o)), ((r)), ((e)))",1941.0,0
433608,624978,471582,"(((m)), ((y)), (( )), ((g)), ((i)), ((r)), ((l)))","(((t)), ((h)), ((e)), (( )), ((r)), ((o)), ((l)), ((l)), ((i)), ((n)), ((g)), (( )), ((s)), ((t)), ((o)), ((n)), ((e)), ((s)))",1967,"(((m)), ((y)), (( )), ((b)), ((o)), ((y)), (( )), ((m)), ((y)), (( )), ((b)), ((o)), ((y)))","(((f)), ((r)), ((e)), ((d)), (( )), ((s)), ((p)), ((i)), ((e)), ((l)), ((m)), ((a)), ((n)), ((+)), ((w)), ((r)), ((i)), ((t)), ((t)), ((e)), ((n)), (( )), ((f)), ((o)), ((r)), (( )), ((t)), ((h)), ((i)), ((s)), (( )), ((m)), ((o)), ((v)), ((i)), ((e)), (( )), ((b)), ((u)), ((t)), (( )), ((n)), ((o)), ((t)), (( )), ((s)), ((u)), ((n)), ((g)), ((;)), (( )), ((i)), ((t)), (( )), ((m)), ((a)), ((y)), (( )), ((h)), ((a)), ((v)), ((e)), (( )), ((b)), ((e)), ((e)), ((n)), (( )), ((p)), ((l)), ((a)), ((y)), ((e)), ((d)), (( )), ((i)), ((n)), (( )), ((t)), ((h)), ((e)), (( )), ((s)), ((c)), ((o)), ((r)), ((e)))",1941.0,0
435137,927167,281448,"(((p)), ((l)), ((e)), ((a)), ((s)), ((e)), (( )), ((s)), ((e)), ((n)), ((d)), (( )), ((m)), ((e)), (( )), ((s)), ((o)), ((m)), ((e)), ((o)), ((n)), ((e)), (( )), ((t)), ((o)), (( )), ((l)), ((o)), ((v)), ((e)))","(((c)), ((l)), ((a)), ((r)), ((e)), ((n)), ((c)), ((e)), (( )), ((')), ((g)), ((a)), ((t)), ((e)), ((m)), ((o)), ((u)), ((t)), ((h)), ((')), (( )), ((b)), ((r)), ((o)), ((w)), ((n)))",0,"(((s)), ((e)), ((n)), ((d)), (( )), ((h)), ((i)), ((m)), (( )), ((t)), ((o)), (( )), ((m)), ((e)))","(((b)), ((a)), ((r)), ((b)), ((a)), ((r)), ((a)), (( )), ((b)), ((r)), ((o)), ((w)), ((n)))",2009.0,0
435520,177889,40278,"(((y)), ((o)), ((u)), (( )), ((c)), ((a)), ((n)), ((')), ((t)), (( )), ((a)), ((l)), ((w)), ((a)), ((y)), ((s)), (( )), ((g)), ((e)), ((t)), (( )), ((w)), ((h)), ((a)), ((t)), (( )), ((y)), ((o)), ((u)), (( )), ((w)), ((a)), ((n)), ((t)))","(((t)), ((h)), ((e)), (( )), ((r)), ((o)), ((l)), ((l)), ((i)), ((n)), ((g)), (( )), ((s)), ((t)), ((o)), ((n)), ((e)), ((s)))",1969,"(((y)), ((o)), ((u)), (( )), ((c)), ((a)), ((n)), ((t)), (( )), ((a)), ((l)), ((w)), ((a)), ((y)), ((s)), (( )), ((g)), ((e)), ((t)), (( )), ((w)), ((h)), ((a)), ((t)), (( )), ((y)), ((o)), ((u)), (( )), ((w)), ((a)), ((n)), ((t)))","(((-)), (( )), ((m)), ((i)), ((c)), ((k)), (( )), ((j)), ((a)), ((g)), ((g)), ((e)), ((r)), ((+)), ((k)), ((e)), ((i)), ((t)), ((h)), (( )), ((r)), ((i)), ((c)), ((h)), ((a)), ((r)), ((d)), ((s)), ((+)), ((-)), (( )), ((t)), ((h)), ((e)), (( )), ((w)), ((a)), ((s)), ((h)), ((i)), ((n)), ((g)), ((t)), ((o)), ((n)), (( )), ((c)), ((h)), ((o)), ((r)), ((u)), ((s)))",2007.0,0
435666,783771,457582,"(((a)), (( )), ((c)), ((r)), ((i)), ((s)), ((i)), ((s)), (( )), ((i)), ((n)), (( )), ((m)), ((i)), ((d)), (( )), ((l)), ((i)), ((f)), ((e)))","(((t)), ((h)), ((e)), (( )), ((t)), ((a)), ((n)), ((g)), ((e)), ((n)), ((t)))",0,"(((i)), ((n)), (( )), ((r)), ((e)), ((a)), ((l)), (( )), ((l)), ((i)), ((f)), ((e)))","(((t)), ((h)), ((e)), (( )), ((r)), ((u)), ((b)), ((y)), (( )), ((s)), ((u)), ((n)), ((s)), ((+)), ((r)), ((y)), ((a)), ((n)), (( )), ((m)), ((c)), ((p)), ((h)), ((u)), ((n)))",2013.0,0
436364,124515,162249,"(((v)), ((o)), ((o)), ((d)), ((o)), ((o)), (( )), ((p)), ((e)), ((o)), ((p)), ((l)), ((e)), (( )), ((()), ((p)), ((e)), ((n)), ((d)), ((u)), ((l)), ((u)), ((m)), (( )), ((m)), ((i)), ((x)), (())))","(((t)), ((h)), ((e)), (( )), ((p)), ((r)), ((o)), ((d)), ((i)), ((g)), ((y)))",2006,"(((v)), ((o)), ((o)), ((d)), ((o)), ((o)), (( )), ((p)), ((e)), ((o)), ((p)), ((l)), ((e)))","(((t)), ((h)), ((e)), (( )), ((p)), ((r)), ((o)), ((d)), ((i)), ((g)), ((y)))",2013.0,1
437015,900799,725118,"(((s)), ((t)), ((a)), ((r)), ((d)), ((u)), ((s)), ((t)))","(((h)), ((o)), ((a)), ((g)), ((y)), (( )), ((c)), ((a)), ((r)), ((m)), ((i)), ((c)), ((h)), ((a)), ((e)), ((l)))",1927,"(((s)), ((t)), ((a)), ((r)), ((d)), ((u)), ((s)), ((t)))","(((h)), ((o)), ((a)), ((g)), ((y)), (( )), ((c)), ((a)), ((r)), ((m)), ((i)), ((c)), ((h)), ((a)), ((e)), ((l)), ((+)), ((m)), ((i)), ((t)), ((c)), ((h)), ((e)), ((l)), ((l)), (( )), ((p)), ((a)), ((r)), ((i)), ((s)), ((h)), ((+)), ((g)), ((l)), ((e)), ((n)), ((n)), (( )), ((m)), ((i)), ((l)), ((l)), ((e)), ((r)), ((+)), ((a)), ((r)), ((r)), ((a)), ((n)), ((g)), ((e)), ((m)), ((e)), ((n)), ((t)), (( )), ((w)), ((i)), ((t)), ((h)), (( )), ((w)), ((a)), ((r)), ((n)), ((e)), ((r)), (( )), ((s)), ((p)), ((e)), ((c)), ((i)), ((a)), ((l)), (( )), ((p)), ((r)), ((o)), ((d)), ((u)), ((c)), ((t)), ((s)))",1998.0,1
438779,557577,365681,"(((b)), ((r)), ((e)), ((a)), ((k)), ((i)), ((n)), ((g)), (( )), ((u)), ((p)), (( )), ((i)), ((s)), (( )), ((h)), ((a)), ((r)), ((d)), (( )), ((t)), ((o)), (( )), ((d)), ((o)))","(((n)), ((e)), ((i)), ((l)), (( )), ((s)), ((e)), ((d)), ((a)), ((k)), ((a)))",1962,"(((b)), ((r)), ((e)), ((a)), ((k)), ((i)), ((n)), (( )), ((u)), ((p)), (( )), ((i)), ((s)), (( )), ((h)), ((a)), ((r)), ((d)), (( )), ((t)), ((o)), (( )), ((d)), ((o)))","(((n)), ((e)), ((i)), ((l)), (( )), ((s)), ((e)), ((d)), ((a)), ((k)), ((a)), ((+)), ((h)), ((o)), ((w)), ((a)), ((r)), ((d)), (( )), ((g)), ((r)), ((e)), ((e)), ((n)), ((f)), ((i)), ((e)), ((l)), ((d)))",1985.0,1
438978,721526,258682,"(((f)), ((a)), ((v)), ((o)), ((u)), ((r)), ((i)), ((t)), ((e)), (( )), ((f)), ((r)), ((i)), ((e)), ((n)), ((d)))","(((d)), ((i)), ((e)), ((f)), ((e)), ((n)), ((b)), ((a)), ((c)), ((h)))",2005,"(((m)), ((y)), (( )), ((f)), ((a)), ((v)), ((o)), ((u)), ((r)), ((i)), ((t)), ((e)), (( )), ((f)), ((r)), ((i)), ((e)), ((n)), ((d)))","(((d)), ((i)), ((e)), ((f)), ((e)), ((n)), ((b)), ((a)), ((c)), ((h)))",2003.0,1
439074,143579,34159,"(((m)), ((o)), ((n)), ((a)), (( )), ((l)), ((i)), ((s)), ((a)))","(((g)), ((r)), ((a)), ((n)), ((t)), (( )), ((l)), ((e)), ((e)), (( )), ((p)), ((h)), ((i)), ((l)), ((l)), ((i)), ((p)), ((s)))",2004,"(((m)), ((o)), ((n)), ((a)), (( )), ((l)), ((i)), ((s)), ((a)))","(((g)), ((r)), ((a)), ((n)), ((t)), (( )), ((l)), ((e)), ((e)), (( )), ((p)), ((h)), ((i)), ((l)), ((l)), ((i)), ((p)), ((s)))",2005.0,1
439435,954633,547797,"(((m)), ((e)), (( )), ((a)), ((n)), ((d)), (( )), ((m)), ((r)), ((s)), (( )), ((j)), ((o)), ((n)), ((e)), ((s)))","(((b)), ((i)), ((l)), ((l)), ((y)), (( )), ((p)), ((a)), ((u)), ((l)))",0,"(((m)), ((e)), (( )), ((a)), ((n)), ((d)), (( )), ((m)), ((r)), ((s)), (( )), ((j)), ((o)), ((n)), ((e)), ((s)))","(((k)), ((e)), ((n)), ((n)), ((y)), (( )), ((g)), ((a)), ((m)), ((b)), ((l)), ((e)), (( )), (( )), (( )), (( )), ((/)), (( )), ((c)), ((a)), ((r)), ((y)), (( )), ((g)), ((i)), ((l)), ((b)), ((e)), ((r)), ((t)), (( )), (( )), (( )), ((/)), (( )), ((l)), ((e)), ((o)), ((n)), (( )), ((h)), ((u)), ((f)), ((f)), ((+)), ((b)), ((i)), ((l)), ((l)), ((y)), (( )), ((p)), ((a)), ((u)), ((l)))",2010.0,1
439563,801376,142047,"(((r)), ((i)), ((d)), ((e)), (( )), ((c)), ((a)), ((p)), ((t)), ((a)), ((i)), ((n)), (( )), ((r)), ((i)), ((d)), ((e)), (( )), (([)), ((s)), ((i)), ((n)), ((g)), ((l)), ((e)), (( )), ((v)), ((e)), ((r)), ((s)), ((i)), ((o)), ((n)), ((])))","(((b)), ((l)), ((u)), ((e)), ((s)), (( )), ((i)), ((m)), ((a)), ((g)), ((e)))",0,"(((r)), ((i)), ((d)), ((e)), (( )), ((c)), ((a)), ((p)), ((t)), ((a)), ((i)), ((n)), (( )), ((r)), ((i)), ((d)), ((e)))","(((b)), ((l)), ((u)), ((e)), ((s)), (( )), ((i)), ((m)), ((a)), ((g)), ((e)))",2004.0,1
439998,708216,35017,"(((j)), ((u)), ((m)), ((p)), (( )), ((()), ((f)), ((o)), ((r)), (( )), ((m)), ((y)), (( )), ((l)), ((o)), ((v)), ((e)), (())))","(((t)), ((h)), ((e)), (( )), ((p)), ((o)), ((i)), ((n)), ((t)), ((e)), ((r)), (( )), ((s)), ((i)), ((s)), ((t)), ((e)), ((r)), ((s)))",1984,"(((j)), ((u)), ((m)), ((p)), (( )), ((()), ((f)), ((o)), ((r)), (( )), ((m)), ((y)), (( )), ((l)), ((o)), ((v)), ((e)), (())))","(((t)), ((h)), ((e)), (( )), ((p)), ((o)), ((i)), ((n)), ((t)), ((e)), ((r)), (( )), ((s)), ((i)), ((s)), ((t)), ((e)), ((r)), ((s)))",2016.0,1
440036,26759,23319,"(((g)), ((u)), ((i)), ((t)), ((a)), ((r)), (( )), ((r)), ((a)), ((g)))","(((s)), ((y)), ((l)), ((v)), ((e)), ((s)), ((t)), ((e)), ((r)), (( )), ((w)), ((e)), ((a)), ((v)), ((e)), ((r)))",1997,"(((g)), ((u)), ((i)), ((t)), ((a)), ((r)), (( )), ((r)), ((a)), ((g)))","(((s)), ((y)), ((l)), ((v)), ((e)), ((s)), ((t)), ((e)), ((r)), (( )), ((w)), ((e)), ((a)), ((v)), ((e)), ((r)), ((+)), ((a)), ((r)), ((r)), ((a)), ((n)), ((g)), ((e)), ((m)), ((e)), ((n)), ((t)), (( )), ((w)), ((i)), ((t)), ((h)), (( )), ((s)), ((o)), ((n)), ((y)), (( )), ((m)), ((u)), ((s)), ((i)), ((c)), (( )), ((l)), ((i)), ((c)), ((e)), ((n)), ((s)), ((i)), ((n)), ((g)))",1994.0,1
441948,933149,676242,"(((t)), ((h)), ((e)), (( )), ((n)), ((u)), ((t)), ((c)), ((r)), ((a)), ((c)), ((k)), ((e)), ((r)), (( )), ((o)), ((p)), ((.)), ((7)), ((1)), ((-)), ((a)), ((t)), ((t)), ((o)), (( )), ((1)), (( )), ((-)), (( )), ((m)), ((a)), ((r)), ((c)), ((h)), ((e)))","(((p)), ((y)), ((o)), ((t)), ((r)), (( )), ((i)), ((l)), ((')), ((y)), ((i)), ((c)), ((h)), (( )), ((t)), ((c)), ((h)), ((a)), ((i)), ((k)), ((o)), ((v)), ((s)), ((k)), ((y)))",0,"(((t)), ((h)), ((e)), (( )), ((n)), ((u)), ((t)), ((c)), ((r)), ((a)), ((c)), ((k)), ((e)), ((r)))","(((p)), ((y)), ((o)), ((t)), ((r)), (( )), ((i)), ((l)), ((y)), ((i)), ((c)), ((h)), (( )), ((t)), ((c)), ((h)), ((a)), ((i)), ((k)), ((o)), ((v)), ((s)), ((k)), ((y)))",1990.0,1
442323,730682,676242,"(((w)), ((a)), ((l)), ((t)), ((z)), (( )), ((o)), ((f)), (( )), ((t)), ((h)), ((e)), (( )), ((f)), ((l)), ((o)), ((w)), ((e)), ((r)), ((s)), (( )), ((f)), ((r)), ((o)), ((m)), (( )), (( )), ((n)), ((u)), ((t)), ((c)), ((r)), ((a)), ((c)), ((k)), ((e)), ((r)))","(((p)), ((y)), ((o)), ((t)), ((r)), (( )), ((i)), ((l)), ((')), ((y)), ((i)), ((c)), ((h)), (( )), ((t)), ((c)), ((h)), ((a)), ((i)), ((k)), ((o)), ((v)), ((s)), ((k)), ((y)))",0,"(((t)), ((h)), ((e)), (( )), ((n)), ((u)), ((t)), ((c)), ((r)), ((a)), ((c)), ((k)), ((e)), ((r)))","(((p)), ((y)), ((o)), ((t)), ((r)), (( )), ((i)), ((l)), ((y)), ((i)), ((c)), ((h)), (( )), ((t)), ((c)), ((h)), ((a)), ((i)), ((k)), ((o)), ((v)), ((s)), ((k)), ((y)))",1990.0,0
442340,760585,558858,"(((f)), ((e)), ((a)), ((r)), ((l)), ((e)), ((s)), ((s)))","(((t)), ((h)), ((e)), (( )), ((b)), ((r)), ((a)), ((v)), ((e)), ((r)), ((y)))",2004,"(((f)), ((e)), ((a)), ((r)), ((l)), ((e)), ((s)), ((s)))","(((s)), ((a)), ((m)), (( )), ((e)), ((n)), ((d)), ((i)), ((c)), ((o)), ((t)), ((t)), ((+)), ((t)), ((h)), ((e)), (( )), ((b)), ((r)), ((a)), ((v)), ((e)), ((r)), ((y)))",2004.0,1
443710,499281,47564,"(((m)), ((a)), ((n)), ((i)), ((a)), ((c)))","(((m)), ((i)), ((c)), ((h)), ((a)), ((e)), ((l)), (( )), ((s)), ((e)), ((m)), ((b)), ((e)), ((l)), ((l)), ((o)))",1983,"(((m)), ((a)), ((n)), ((i)), ((a)), ((c)))","(((m)), ((i)), ((c)), ((h)), ((a)), ((e)), ((l)), (( )), ((s)), ((e)), ((m)), ((b)), ((e)), ((l)), ((l)), ((o)))",2003.0,1
444111,948031,690973,"(((t)), ((h)), ((e)), (( )), ((t)), ((h)), ((Ã)), ((©)), ((n)), ((a)), ((r)), ((d)), ((i)), ((e)), ((r)), (( )), ((w)), ((a)), ((l)), ((t)), ((z)), (( )), ((o)), ((f)), (( )), ((t)), ((r)), ((e)), ((a)), ((c)), ((h)), ((e)), ((r)), ((y)))","(((c)), ((o)), ((l)), ((m)), (( )), ((w)), ((i)), ((l)), ((k)), ((i)), ((n)), ((s)), ((o)), ((n)), (( )), ((/)), (( )), ((j)), ((e)), ((n)), ((n)), ((i)), ((f)), ((e)), ((r)), (( )), ((b)), ((u)), ((t)), ((t)), (( )), ((/)), (( )), ((l)), ((e)), ((o)), (( )), ((b)), ((u)), ((r)), ((m)), ((e)), ((s)), ((t)), ((e)), ((r)), (( )), ((/)), (( )), ((r)), ((o)), ((b)), ((e)), ((r)), ((t)), (( )), ((b)), ((i)), ((l)), ((l)), ((i)), ((g)), (( )), ((/)), (( )), ((v)), ((a)), ((r)), ((i)), ((o)), ((u)), ((s)), (( )), ((a)), ((r)), ((t)), ((i)), ((s)), ((t)), ((s)))",0,"(((t)), ((h)), ((e)), (( )), ((t)), ((o)), ((l)), ((s)), ((t)), ((o)), ((y)), (( )), ((w)), ((a)), ((l)), ((t)), ((z)))","(((l)), ((e)), ((o)), (( )), ((t)), ((o)), ((l)), ((s)), ((t)), ((o)), ((y)), ((+)), ((i)), ((m)), ((o)), ((g)), ((e)), ((n)), (( )), ((c)), ((o)), ((o)), ((p)), ((e)), ((r)))",2005.0,0
445762,693411,537818,"(((d)), ((o)), ((n)), ((')), ((t)), (( )), ((g)), ((e)), ((t)), (( )), ((a)), ((r)), ((o)), ((u)), ((n)), ((d)), (( )), ((m)), ((u)), ((c)), ((h)), (( )), ((a)), ((n)), ((y)), ((m)), ((o)), ((r)), ((e)))","(((d)), ((u)), ((k)), ((e)), (( )), ((e)), ((l)), ((l)), ((i)), ((n)), ((g)), ((t)), ((o)), ((n)))",2000,"(((d)), ((o)), ((n)), ((t)), (( )), ((g)), ((e)), ((t)), (( )), ((a)), ((r)), ((o)), ((u)), ((n)), ((d)), (( )), ((m)), ((u)), ((c)), ((h)), (( )), ((a)), ((n)), ((y)), ((m)), ((o)), ((r)), ((e)))","(((d)), ((u)), ((k)), ((e)), (( )), ((e)), ((l)), ((l)), ((i)), ((n)), ((g)), ((t)), ((o)), ((n)), ((+)), ((d)), ((i)), ((c)), ((k)), (( )), ((h)), ((y)), ((m)), ((a)), ((n)))",2004.0,1
445794,761943,25689,"(((d)), ((a)), ((y)), ((d)), ((r)), ((e)), ((a)), ((m)), (( )), ((b)), ((e)), ((l)), ((i)), ((e)), ((v)), ((e)), ((r)), (( )), ((()), ((a)), ((l)), ((b)), ((u)), ((m)), (( )), ((v)), ((e)), ((r)), ((s)), ((i)), ((o)), ((n)), (())))","(((j)), ((o)), ((h)), ((n)), (( )), ((s)), ((t)), ((e)), ((w)), ((a)), ((r)), ((t)))",0,"(((d)), ((a)), ((y)), ((d)), ((r)), ((e)), ((a)), ((m)), (( )), ((b)), ((e)), ((l)), ((i)), ((e)), ((v)), ((e)), ((r)))","(((j)), ((o)), ((h)), ((n)), (( )), ((s)), ((t)), ((e)), ((w)), ((a)), ((r)), ((t)), ((+)), ((t)), ((h)), ((e)), (( )), ((m)), ((o)), ((n)), ((k)), ((e)), ((e)), ((s)))",2009.0,1
446412,395909,103165,"(((i)), ((n)), (( )), ((s)), ((p)), ((i)), ((t)), ((e)), (( )), ((o)), ((f)), (( )), ((m)), ((e)))","(((g)), ((r)), ((e)), ((g)), (( )), ((l)), ((a)), ((s)), ((w)), ((e)), ((l)), ((l)))",2009,"(((i)), ((n)), (( )), ((s)), ((p)), ((i)), ((t)), ((e)), (( )), ((o)), ((f)), (( )), ((m)), ((e)))","(((g)), ((r)), ((e)), ((g)), (( )), ((l)), ((a)), ((s)), ((w)), ((e)), ((l)), ((l)))",2005.0,1
446561,700519,315888,"(((d)), ((o)), ((g)), (( )), ((s)), ((h)), ((e)), ((l)), ((t)), ((e)), ((r)))","(((b)), ((u)), ((r)), ((i)), ((a)), ((l)))",2007,"(((d)), ((o)), ((g)), (( )), ((s)), ((h)), ((e)), ((l)), ((t)), ((e)), ((r)))","(((b)), ((u)), ((r)), ((i)), ((a)), ((l)))",2006.0,1
447904,513286,557919,"(((l)), ((a)), ((s)), (( )), ((m)), ((a)), ((Ã)), ((±)), ((a)), ((n)), ((i)), ((t)), ((a)), ((s)))","(((l)), ((o)), ((l)), ((a)), (( )), ((b)), ((e)), ((l)), ((t)), ((r)), ((Ã)), ((¡)), ((n)))",0,"(((l)), ((a)), ((s)), (( )), ((m)), ((a)), ((Ã)), ((±)), ((a)), ((n)), ((i)), ((t)), ((a)), ((s)))","(((l)), ((o)), ((l)), ((a)), (( )), ((b)), ((e)), ((l)), ((t)), ((r)), ((Ã)), ((¡)), ((n)), ((+)), ((a)), ((r)), ((r)), ((a)), ((n)), ((g)), ((e)), ((m)), ((e)), ((n)), ((t)), (( )), ((w)), ((i)), ((t)), ((h)), (( )), ((w)), ((a)), ((r)), ((n)), ((e)), ((r)), (( )), ((m)), ((u)), ((s)), ((i)), ((c)), (( )), ((g)), ((r)), ((o)), ((u)), ((p)), (( )), ((f)), ((i)), ((l)), ((m)), ((+)), ((t)), ((v)), (( )), ((l)), ((i)), ((c)), ((e)), ((n)), ((s)), ((i)), ((n)), ((g)))",2007.0,1
449255,332500,566786,"(((f)), ((i)), ((g)), ((h)), ((t)), (( )), ((t)), ((h)), ((e)), (( )), ((p)), ((o)), ((w)), ((e)), ((r)), (( )), ((()), ((l)), ((i)), ((v)), ((e)), (())))","(((p)), ((u)), ((b)), ((l)), ((i)), ((c)), (( )), ((e)), ((n)), ((e)), ((m)), ((y)))",2006,"(((f)), ((i)), ((g)), ((h)), ((t)), (( )), ((t)), ((h)), ((e)), (( )), ((p)), ((o)), ((w)), ((e)), ((r)))","(((p)), ((u)), ((b)), ((l)), ((i)), ((c)), (( )), ((e)), ((n)), ((e)), ((m)), ((y)))",2015.0,1
451170,369574,567750,"(((s)), ((e)), ((i)), ((s)), ((o)), ((n)), (( )), ((t)), ((o)), ((r)), ((i)), ((l)), ((l)), ((a)), (( )), ((')), ((l)), ((e)), (( )), ((d)), ((e)), ((s)), ((e)), ((r)), ((t)), ((e)), ((u)), ((r)))","(((k)), ((a)), ((i)), ((s)), ((a)), (( )), ((k)), ((o)), ((r)), ((h)), ((o)), ((n)), ((e)), ((n)))",0,"(((s)), ((e)), ((i)), ((s)), ((o)), ((n)), (( )), ((t)), ((o)), ((r)), ((i)), ((l)), ((l)), ((a)), (( )), ((()), ((l)), ((e)), (( )), ((d)), ((e)), ((s)), ((e)), ((r)), ((t)), ((e)), ((u)), ((r)), (())))","(((b)), ((o)), ((r)), ((i)), ((s)), (( )), ((v)), ((i)), ((a)), ((n)), ((+)), ((k)), ((a)), ((i)), ((s)), ((a)), (( )), ((k)), ((o)), ((r)), ((h)), ((o)), ((n)), ((e)), ((n)))",1966.0,1
451221,53657,387386,"(((o)), ((n)), ((e)), (( )), ((w)), ((o)), ((r)), ((l)), ((d)))","(((c)), ((e)), ((l)), ((t)), ((i)), ((c)), (( )), ((w)), ((o)), ((m)), ((a)), ((n)))",2005,"(((o)), ((n)), ((e)), (( )), ((w)), ((o)), ((r)), ((l)), ((d)))","(((c)), ((e)), ((l)), ((t)), ((i)), ((c)), (( )), ((w)), ((o)), ((m)), ((a)), ((n)), ((+)), ((c)), ((h)), ((l)), ((o)), ((Ã)), ((«)), (( )), ((a)), ((g)), ((n)), ((e)), ((w)), ((+)), ((Ã)), (()), ((r)), ((l)), ((a)), (( )), ((f)), ((a)), ((l)), ((l)), ((o)), ((n)), ((+)), ((l)), ((i)), ((s)), ((a)), (( )), ((k)), ((e)), ((l)), ((l)), ((y)), (( )), (( )), (())))",2005.0,1
451624,958270,182371,"(((l)), ((o)), ((v)), ((e)), (( )), ((i)), ((s)), (( )), ((s)), ((t)), ((r)), ((a)), ((n)), ((g)), ((e)))","(((m)), ((i)), ((c)), ((k)), ((e)), ((y)), (( )), ((&)), (( )), ((s)), ((y)), ((l)), ((v)), ((i)), ((a)))",1957,"(((l)), ((o)), ((v)), ((e)), (( )), ((i)), ((s)), (( )), ((s)), ((t)), ((r)), ((a)), ((n)), ((g)), ((e)))","(((m)), ((i)), ((c)), ((k)), ((e)), ((y)), (( )), ((b)), ((a)), ((k)), ((e)), ((r)), ((+)), ((b)), ((o)), (( )), ((d)), ((i)), ((d)), ((d)), ((l)), ((e)), ((y)), ((+)), ((s)), ((y)), ((l)), ((v)), ((i)), ((a)), (( )), ((r)), ((o)), ((b)), ((i)), ((n)), ((s)), ((o)), ((n)), ((+)), ((m)), ((i)), ((c)), ((k)), ((e)), ((y)), ((+)), ((s)), ((y)), ((l)), ((v)), ((i)), ((a)))",2013.0,1
